suntan-superman/worksideSupportConsole	team	firebase	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	17	1	0	2026-06-28
superfaz/starfinder	team	kinde	playwright	playwright.service.config.ts:42:  workers: 20, 	playwright.config.ts:31:  fullyParallel: true,	YES	YES	YES	NO			NO	YES	4	0	1	2025-12-24
swissmilo/bookrec	team	workos	playwright	tests/playwright.config.ts:8:  workers: 1, 	ABSENT	NO	NO	NO	NO			YES	YES	8	1	0	2026-07-14
t-i-0414/music-practice-tracker	team	firebase		ABSENT	ABSENT	NO	NO	NO	YES	FIREBASE_AUTH_EMULATOR_HOST;		NO	NO	0	0	0	2026-08-14
TAIRED1/hackerai	team	workos	playwright	playwright.config.ts:24:  workers: 3, // Allow 3 concurrent workers (one per tier spec) 	playwright.config.ts:21:  fullyParallel: true, // Run spec files in parallel (each tier uses different user)	YES	YES	YES	NO			YES	YES	47	1	0	2026-08-02
talstilkol/svbooking.com	team	kinde	playwright	playwright.config.ts:22:  workers: 1, 	ABSENT	NO	NO	NO	NO			YES	NO	237	8	1	2026-08-12
TanyaTandon/the-bulletin	team	clerk+stytch	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	0	0	0	2026-03-17
tdiorio2323/my-creator-landing	team	supertokens	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	2	0	0	2025-11-07
techybolek/10x-L4	team	supabase	playwright	playwright.config.ts:9:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	NO		inbucket;	YES	YES	11	6	1	2025-06-12
tensr-xyz/tensr-platform-web	team	stytch	playwright	playwright.launch.config.ts:18:  workers: process.env.CI ? 1 : undefined, playwright.config.ts:11:  workers: process.env.CI ? 1 : undefined, 	playwright.launch.config.ts:14:  fullyParallel: true,	NO	NO	NO	YES	424242;		NO	NO	8	1	0	2026-08-12
THallerJ/tab-machine	team	auth0	playwright	playwright.config.ts:18:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:14:  fullyParallel: true,	YES	YES	YES	NO			NO	YES	14	4	0	2025-06-01
thefappybird/gallurio	team	workos	playwright	scripts/playwright-screenshots.config.ts:19:  workers: 1, playwright.config.ts:14:  workers: 1, 	scripts/playwright-screenshots.config.ts:18:  fullyParallel: false,	YES	YES	YES	YES	424242;		YES	NO	30	1	0	2026-08-02
thePlaygroundCommerce/ThePlayground	team	clerk	cypress	ABSENT	ABSENT	NO	NO	NO	YES	424242;		NO	NO	1	0	0	2026-08-13
TICIANOTAUP12/gestiona-misan	team	supabase	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	4	4	0	2026-06-09
timfewi/freelancerino	team	clerk	playwright	playwright.config.ts:101:  /* Run tests in files in parallel (local only, CI uses workers: 1 for stability) */ playwright.config.ts:111:  workers: process.env.CI ? 1 : undefined,  ||SERIALDECL|| ./e2e/global.setup.ts:43:setup.describe.configure({ mode: "serial" });	playwright.config.ts:102:  fullyParallel: true,	YES	YES	YES	YES	clerkSetup;setupClerkTestingToken;testing token;		YES	YES	53	4	1	2026-01-25
tindevelopers/equipmentbalkans	team	workos	playwright	smoke/playwright.config.ts:9:  workers: process.env.CI ? 2 : 4,  ||SERIALDECL|| ./smoke/marketplace-create.spec.ts:39:test.describe.configure({ mode: "serial" });	smoke/playwright.config.ts:8:  fullyParallel: true,	YES	YES	NO	NO			YES	NO	14	3	0	2026-08-08
tommysullivan/deeporigin-takehome	team	clerk	playwright	playwright.config.ts:19:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:13:  fullyParallel: true,	YES	YES	NO	NO			NO	YES	2	2	0	2026-01-19
TonyRHouston/PyIntervalServ	team	workos	playwright	playwright.config.ts:31:  workers: getWorkers(), playwright.config.ts:51: * This can be overridden using the `--workers` command line argument if 	ABSENT	YES	YES	NO	NO			YES	YES	13	1	0	2026-02-13
trainin-entrenamientos/Trainin	team	firebase	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	6	2	1	2025-07-10
TravisJ33304/lithos	team	supabase	playwright	client/playwright.config.ts:10: workers: process.env.CI ? 1 : undefined, 	client/playwright.config.ts:7: fullyParallel: true,	NO	NO	NO	NO		inbucket;	NO	NO	2	2	0	2026-06-02
ubcdiscovery/ubc-discovery	team	firebase	playwright	web/playwright.config.ts:6:  workers: 4, 	web/playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	NO			YES	NO	15	3	0	2026-08-15
unityhubio/unityhubio	team	workos		ABSENT	ABSENT	NO	NO	NO	NO			YES	NO	0	0	0	2026-08-16
Untrivial-ai/agent-orchestrator	team	workos	playwright	test/e2e-pod/playwright.electron.config.ts:12: workers: 1, 	ABSENT	NO	NO	NO	YES	424242;		YES	YES	21	1	9548	2026-08-16
vandean25/auto-core-platform	team	firebase	playwright	apps/core-web/playwright.config.ts:15:  workers: process.env.CI ? 1 : undefined, 	apps/core-web/playwright.config.ts:9:  fullyParallel: true,	YES	YES	NO	NO			YES	YES	13	0	0	2026-08-16
vanessavun/portfolio_v4	team	supabase	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	2	0	2	2025-09-04
VansRouges/RBAC	team	auth0	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	22	22	0	2025-08-24
velmuruganvelayutham/loan-app	team	clerk	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	10	10	0	2026-06-22
victorlovescoding/dive-into-run	team	firebase	playwright	playwright.config.mjs:14:  workers: 1, 	playwright.config.mjs:13:  fullyParallel: false,	NO	NO	NO	YES			YES	NO	76	11	0	2026-06-22
webthreeservices-bot/NSC	team	workos	playwright	playwright-continuous.config.ts:24:  workers: 1, playwright-simple.config.ts:16:  workers: process.env.CI ? 1 : 2, 	playwright-continuous.config.ts:15:  fullyParallel: false,	YES	YES	YES	NO			YES	YES	16	1	0	2025-11-20
willl182/calaire-app	team	workos	playwright	playwright.config.ts:117:  workers: e2eEnv.isCI ? 1 : undefined,  ||SERIALDECL|| ./tests/e2e/sgc-fase2.auth.spec.ts:4:test.describe.configure({ mode: 'serial' })	playwright.config.ts:114:  fullyParallel: true,	YES	YES	NO	NO			NO	NO	14	12	3	2026-07-29
woody34/rescope	team	descope	playwright	apps/sample-app/playwright.config.ts:8:  workers: 1, apps/ui/playwright.config.ts:6:  // parallel workers would reset each other's state mid-test. 	apps/sample-app/playwright.config.ts:9:  fullyParallel: false,	YES	YES	NO	NO			YES	YES	65	6	1	2026-07-07
workos/authkit-electron	vendor	workos	playwright	playwright.config.ts:8: * per test, so we run serially (`workers: 1`) and retry once to absorb hosted- playwright.config.ts:16:  workers: 1, 	playwright.config.ts:15:  fullyParallel: false,	NO	NO	NO	NO			YES	YES	17	6	0	2026-08-14
wyattowalsh/riso	team	workos	playwright	web/playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, 	web/playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	YES	424242;		YES	NO	9	0	0	2026-06-26
y4my4my4m/harmony	team	supabase	playwright	playwright.config.ts:14:  workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:11:  fullyParallel: true,	YES	YES	YES	YES	424242;		YES	NO	46	4	31	2026-08-16
yeshwanthreddymula15/auto	team	supabase	playwright	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	1	1	0	2025-06-11
ygzaydn/portfolio-nextjs	team	firebase	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	12	0	0	2025-12-30
YosemiteCrew/Yosemite-Crew	team	supertokens	playwright	apps/frontend/playwright.config.ts:8:  workers: process.env.CI ? 1 : undefined, apps/desktop/playwright.config.ts:7:  workers: 1, 	apps/frontend/playwright.config.ts:5:  fullyParallel: true,	YES	YES	NO	YES	424242;		YES	YES	796	33	2038	2026-08-16
youh4ck3dme/booking	team	supabase	playwright	playwright.config.ts:8:    workers: process.env.CI ? 1 : undefined, 	playwright.config.ts:5:    fullyParallel: true,	NO	NO	NO	NO		inbucket;	YES	NO	12	4	0	2026-02-21
yravan/cashlens	team	clerk	playwright	apps/web/playwright.config.ts:27:  workers: 1, // parallel clerk.signIn is flaky (clerk/javascript#7891) 	ABSENT	YES	YES	YES	YES	clerkSetup;		NO	YES	5	2	0	2026-08-13
zainsaeeed/rankerx	team	workos	playwright	apps/web/playwright.config.ts:8:  workers: process.env.CI ? 2 : undefined, 	apps/web/playwright.config.ts:5:  fullyParallel: true,	NO	NO	NO	NO			NO	NO	1	0	1	2026-04-25
zekenewsom/highwater	team	auth0	playwright	packages/web/playwright.config.ts:15:  workers: process.env.CI ? 1 : undefined, 	packages/web/playwright.config.ts:9:  fullyParallel: true,	NO	NO	NO	NO			NO	YES	5	0	0	2025-07-28
zenobia-pay/alphabook	team	workos	playwright	ABSENT	ABSENT	NO	NO	NO	NO			YES	NO	9	0	0	2026-04-24
Znorlux/uquick	team	kinde	cypress	ABSENT	ABSENT	NO	NO	NO	NO			NO	NO	18	1	0	2025-05-20
zulkeflrehman/TacticalHub	team	firebase	playwright	playwright.config.ts:6:  workers: 1, 	playwright.config.ts:5:  fullyParallel: false,	NO	NO	NO	YES			YES	NO	14	3	0	2026-08-03
